brand_id,brand_name,source_count,fetched_source_count,official_social_only,context_text_length,context_text_available,raw_price_candidate_count,direct_price_observed,menu_bread,menu_pastry,menu_cake_dessert,menu_coffee_beverage,menu_sandwich_meal,menu_donut,menu_hotdog,menu_walnut,menu_croquette,menu_churros,menu_bagel,menu_takeout,menu_gift,text_tfidf_svd_01,text_tfidf_svd_02,text_tfidf_svd_03,text_tfidf_svd_04,text_tfidf_svd_05,text_tfidf_svd_06,text_tfidf_svd_07,text_tfidf_svd_08
BRD_20170827,핫브레드,2,0,False,0,False,0,False,,,,,,,,,,,,,,,,,,,,,
BRD_20201275,호두당,1,1,False,1304,True,0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,-0.42155614214404263,0.35613103432256116,0.26998367590427996,-0.23345712415875333,-0.23801942411762253,0.06143279915977565,-0.13662579874226527,0.26126122201713936
BRD_20211367,삼송빵집,1,1,False,5284,True,0,False,141.0,0.0,6.0,12.0,0.0,0.0,0.0,8.0,31.0,0.0,0.0,0.0,0.0,-0.49536126729205515,-0.05499609336137997,0.3094377636829885,0.28530087569583373,-0.24887816873516025,-0.24043549857483745,0.005854559401026574,-0.17327542011324823
BRD_20212010,복호두,1,1,False,1066,True,0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,-0.43324308625838,0.3983914154064479,0.05430740929449681,-0.15045649854993973,0.06343954332125906,-0.26059621640314634,0.03163949502432006,0.5150810600444403
BRD_20220253,곤트란쉐리에(Gontran Cherrier),2,2,False,1098,True,0,False,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41862399823021507,-0.4549368929814994,0.404560234851569,-0.12259029945629206,0.22737445272554266,-0.05370174200512061,-0.04706576849378486,-0.013682676223619905
BRD_20230468,소림사,1,1,False,69,False,0,False,,,,,,,,,,,,,,,,,,,,,
BRD_20240478,화이트리에,2,2,False,865,True,0,False,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3383397648179319,0.2817830931563511,0.06533164639820345,0.2550338194916598,0.4619203805971782,0.4455484106650302,0.3972693358292821,-0.17246394678777915
BRD_20240723,올드몬트베이글,1,1,False,24,False,0,False,,,,,,,,,,,,,,,,,,,,,
BRD_20240814,보리원,1,1,True,9,False,0,False,,,,,,,,,,,,,,,,,,,,,
BRD_20250749,디에그,1,1,True,9,False,0,False,,,,,,,,,,,,,,,,,,,,,
BRD_20260378,빵굼터,1,1,False,2557,True,12,True,48.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,-0.4759546250899004,0.21766054365814244,0.09130181473012512,-0.08000281866407317,0.23327915225104498,0.43440115255123574,-0.3645606690203082,-0.002113051925547979
