brand_id,brand_name,source_role,source_quality,usage_rule,source_url,fetch_status,http_status,final_url,page_title,meta_description,visible_text_length,price_candidate_count,price_candidates_raw,strict_error,fallback_error
BRD_20161137,명랑시대쌀핫도그,brand,official_site,brand_text_and_menu_structure,https://myungranghotdog.com/,strict_tls_success,200.0,https://myungranghotdog.com/main/main,명랑핫도그,"명랑핫도그 로드샵 창업 안내. 국내 핫도그 브랜드 1위, 600여개 국내·40여개 해외 매장 운영. 매일 직접 만드는 신선한 수제 핫도그, 다양한 메뉴와 토핑, 철저한 상권 보호. 홀·포장·배달 매출 창출, 초보 창업자도 가능. 창업문의 1600-0399.",3848,0,,,
BRD_20161137,명랑시대쌀핫도그,menu,official_site,brand_text_and_menu_structure,https://myungranghotdog.com/,strict_tls_success,200.0,https://myungranghotdog.com/main/main,명랑핫도그,"명랑핫도그 로드샵 창업 안내. 국내 핫도그 브랜드 1위, 600여개 국내·40여개 해외 매장 운영. 매일 직접 만드는 신선한 수제 핫도그, 다양한 메뉴와 토핑, 철저한 상권 보호. 홀·포장·배달 매출 창출, 초보 창업자도 가능. 창업문의 1600-0399.",3848,0,,,
BRD_20150085,못난이꽈배기,brand,official_site,brand_text_and_menu_structure,https://monnanifood.com/,strict_tls_success,200.0,https://monnanifood.com/,못난이꽈배기,"찹쌀꽈배기,찹쌀도넛,실속있는 소자본창업, 최소비용 업종변경, 꽈배기창업 못난이꽈배기",6,0,,,
BRD_20150085,못난이꽈배기,menu,official_site,brand_text_and_menu_structure,https://monnanifood.com/,strict_tls_success,200.0,https://monnanifood.com/,못난이꽈배기,"찹쌀꽈배기,찹쌀도넛,실속있는 소자본창업, 최소비용 업종변경, 꽈배기창업 못난이꽈배기",6,0,,,
BRD_20240814,보리원,social,official_social_only,brand_text_only_no_price,https://www.instagram.com/borywon_official/,strict_tls_success,200.0,https://www.instagram.com/borywon_official/,Instagram,,9,0,,,
BRD_20212010,복호두,brand,official_site,brand_text_and_menu_structure,https://bokhodu.com/,strict_tls_success,200.0,https://bokhodu.com/,복호두,국내 최초 앙버터 호두과자로 만든 세련된 센세이션. 전국이 반한 트렌디 호두과자를 세계에 알리는 새로운 K-FOOD의 주역 복호두입니다.,1066,0,,,
BRD_20212010,복호두,menu,official_site,brand_text_and_menu_structure,https://bokhodu.com/,strict_tls_success,200.0,https://bokhodu.com/,복호두,국내 최초 앙버터 호두과자로 만든 세련된 센세이션. 전국이 반한 트렌디 호두과자를 세계에 알리는 새로운 K-FOOD의 주역 복호두입니다.,1066,0,,,
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),brand,official_site,brand_text_and_menu_structure,https://www.breadnco.kr/,strict_tls_success,200.0,https://www.breadnco.kr/,브레댄코,"기본에 충실한 빵을 만드는 공방, 브레댄코입니다. 하루 한 끼 든든하고 건강하게 챙기실 수 있도록 맛있는 빵과 커피를 제공합니다.",2280,0,,,
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),menu,official_site,brand_text_and_menu_structure,https://www.breadnco.kr/,strict_tls_success,200.0,https://www.breadnco.kr/,브레댄코,"기본에 충실한 빵을 만드는 공방, 브레댄코입니다. 하루 한 끼 든든하고 건강하게 챙기실 수 있도록 맛있는 빵과 커피를 제공합니다.",2280,0,,,
BRD_20260378,빵굼터,brand,official_site,brand_text_and_menu_structure,https://bbanggoomteo.com/,strict_tls_success,200.0,https://bbanggoomteo.com/,BGT호두단팥빵(빵굼터본사),"빵굼터는 엄선된 재료만을 사용하여 오랜시간 축적된 노하우로 건강한 빵을 제공하고 있습니다. 빵굼터본사, 호두단팥빵, 단팥빵, 빵생지, 생크림단팥빵, 판매",2557,12,"10,000원 | 27,000원 | 30,000원 | 36,000원 | 40,000원 | 45,000원 | 50,000원 | 54,000원 | 63,000원 | 72,000원 | 9,000원 | 90,000원",,
BRD_20260378,빵굼터,menu,official_site,brand_text_and_menu_structure,https://bbanggoomteo.com/,strict_tls_success,200.0,https://bbanggoomteo.com/,BGT호두단팥빵(빵굼터본사),"빵굼터는 엄선된 재료만을 사용하여 오랜시간 축적된 노하우로 건강한 빵을 제공하고 있습니다. 빵굼터본사, 호두단팥빵, 단팥빵, 빵생지, 생크림단팥빵, 판매",2557,12,"10,000원 | 27,000원 | 30,000원 | 36,000원 | 40,000원 | 45,000원 | 50,000원 | 54,000원 | 63,000원 | 72,000원 | 9,000원 | 90,000원",,
BRD_20150052,빵장수단팥빵,social,official_social_only,brand_text_only_no_price,https://www.instagram.com/ppangjangsu/,strict_tls_success,200.0,https://www.instagram.com/ppangjangsu/,Instagram,,9,0,,,
BRD_20211367,삼송빵집,brand,official_site,brand_text_and_menu_structure,https://www.ssbnc.kr/,strict_tls_success,200.0,https://www.ssbnc.kr/,삼송빵집,"3대빵집, 통옥수수빵, 삼송빵집, 대구빵집",5284,0,,,
BRD_20211367,삼송빵집,menu,official_site,brand_text_and_menu_structure,https://www.ssbnc.kr/,strict_tls_success,200.0,https://www.ssbnc.kr/,삼송빵집,"3대빵집, 통옥수수빵, 삼송빵집, 대구빵집",5284,0,,,
BRD_20230468,소림사,brand,official_site,brand_text_and_menu_structure,https://xn--4y2by0kfta.com/,strict_tls_success,200.0,https://xn--4y2by0kfta.com/,"소림사 | 프리미엄 소금빵 프랜차이즈, 소자본 카페·빵집 창업 소림사 | 프리미엄 소금빵 프랜차이즈, 소자본 카페·빵집 창업","소금빵과 아이스크림만으로 만들어낸 경이로운 매출, 소자본 카페·빵집 창업에 최적화된 수익 구조.",69,0,,,
BRD_20230468,소림사,menu,official_site,brand_text_and_menu_structure,https://xn--4y2by0kfta.com/,strict_tls_success,200.0,https://xn--4y2by0kfta.com/,"소림사 | 프리미엄 소금빵 프랜차이즈, 소자본 카페·빵집 창업 소림사 | 프리미엄 소금빵 프랜차이즈, 소자본 카페·빵집 창업","소금빵과 아이스크림만으로 만들어낸 경이로운 매출, 소자본 카페·빵집 창업에 최적화된 수익 구조.",69,0,,,
BRD_20140288,스트릿츄러스,brand,official_site,brand_text_and_menu_structure,https://www.streetchurros.com/,tls_bypassed_for_text_audit,200.0,https://www.streetchurros.com/,스트릿츄러스,"글로벌 디저트 카페, 세계가 인정한 스트릿츄러스,  우수기업선정, 성공창업 개설절차 안내",1711,0,,"<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.streetchurros.com'. (_ssl.c:1129)>",
BRD_20140288,스트릿츄러스,menu,official_site,brand_text_and_menu_structure,https://www.streetchurros.com/hm_board/menu/gallery.php?cate=menu1&code=hm_menu,tls_bypassed_for_text_audit,200.0,https://www.streetchurros.com/hm_board/menu/gallery.php?cate=menu1&code=hm_menu,츄러스 메뉴 | 스트릿츄러스,"글로벌 디저트 카페, 세계가 인정한 스트릿츄러스,  우수기업선정, 성공창업 개설절차 안내",1243,0,,"<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.streetchurros.com'. (_ssl.c:1129)>",
BRD_20160521,심봉사도로케,brand,official_site,brand_text_and_menu_structure,https://www.dorokke.co.kr/,strict_tls_success,200.0,https://www.dorokke.co.kr/,"꽈배기 창업, 고로케 창업도 심봉사도로케!","50% 수익율!특허기술로 쉬운조리ㅣ꽈배기 창업, 고로케 창업도 심봉사도로케!",3144,0,,,
BRD_20160521,심봉사도로케,menu,official_site,brand_text_and_menu_structure,https://www.dorokke.co.kr/,strict_tls_success,200.0,https://www.dorokke.co.kr/,"꽈배기 창업, 고로케 창업도 심봉사도로케!","50% 수익율!특허기술로 쉬운조리ㅣ꽈배기 창업, 고로케 창업도 심봉사도로케!",3144,0,,,
BRD_20240723,올드몬트베이글,brand,official_site,brand_text_and_menu_structure,https://www.oldmontbagel.com/,strict_tls_success,200.0,https://www.oldmontbagel.com/,올드몬트 베이글 - Oldmont Bagel,"화덕에 구운 겉바속촉 몬트리올식 베이글, 올드몬트",24,0,,,
BRD_20240723,올드몬트베이글,menu,official_site,brand_text_and_menu_structure,https://www.oldmontbagel.com/,strict_tls_success,200.0,https://www.oldmontbagel.com/,올드몬트 베이글 - Oldmont Bagel,"화덕에 구운 겉바속촉 몬트리올식 베이글, 올드몬트",24,0,,,
BRD_20140778,크리스피크림,brand,official_ordering,brand_text_and_menu_structure,https://www.lotteeatz.com/,strict_tls_success,200.0,https://www.lotteeatz.com/,LOTTE EATZ," 롯데리아, 엔제리너스, 크리스피크림 도넛 3개 브랜드의 배달, 주문, 이벤트를 한번에!",1290,8,"19,000원 | 23,500원 | 30,500원 | 4,500원 | 5,600원 | 6,200원 | 8,800원 | 9,000원",,
BRD_20140778,크리스피크림,menu,official_ordering,brand_text_and_menu_structure,https://www.lotteeatz.com/,strict_tls_success,200.0,https://www.lotteeatz.com/,LOTTE EATZ," 롯데리아, 엔제리너스, 크리스피크림 도넛 3개 브랜드의 배달, 주문, 이벤트를 한번에!",1290,8,"19,000원 | 23,500원 | 30,500원 | 4,500원 | 5,600원 | 6,200원 | 8,800원 | 9,000원",,
BRD_20080200064,파리바게뜨,brand,official_site,brand_text_and_menu_structure,https://www.paris.co.kr/,strict_tls_success,200.0,https://www.paris.co.kr/,파리바게뜨,PARIS BAGUETTE | 파리바게뜨에서 매일 신선하게 구워내는 빵과 케이크로 특별한 순간을 함께하세요.,3971,2,"1,600원 | 3,200원",,
BRD_20080200064,파리바게뜨,menu,official_site,brand_text_and_menu_structure,https://www.paris.co.kr/products/,strict_tls_success,200.0,https://www.paris.co.kr/products/,상품 안내 | 파리바게뜨,,2016,0,,,
BRD_20170827,핫브레드,brand,official_site,brand_text_and_menu_structure,https://hot-bread.com/,fetch_failed,,https://hot-bread.com/,,,0,0,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)>,HTTP Error 406: Not Acceptable
BRD_20170827,핫브레드,menu,official_site,brand_text_and_menu_structure,https://hot-bread.com/%EC%A0%9C%ED%92%88%EC%95%88%EB%82%B4/,fetch_failed,,https://hot-bread.com/%EC%A0%9C%ED%92%88%EC%95%88%EB%82%B4/,,,0,0,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)>,HTTP Error 406: Not Acceptable
BRD_20201275,호두당,brand,official_site,brand_text_and_menu_structure,https://xn--ok1bkz875e.com/,strict_tls_success,200.0,https://xn--ok1bkz875e.com/,호두당,줄서서 먹는 인기 프리미엄 디저트 호두당,1304,0,,,
BRD_20201275,호두당,menu,official_site,brand_text_and_menu_structure,https://xn--ok1bkz875e.com/,strict_tls_success,200.0,https://xn--ok1bkz875e.com/,호두당,줄서서 먹는 인기 프리미엄 디저트 호두당,1304,0,,,
BRD_20080100675,호밀호두,brand,official_site,brand_text_and_menu_structure,https://www.homilhodu.co.kr/,fetch_failed,,https://www.homilhodu.co.kr/,,,0,0,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)>,HTTP Error 406: Not Acceptable
BRD_20080100675,호밀호두,menu,official_site,brand_text_and_menu_structure,https://www.homilhodu.co.kr/product_cake.php,fetch_failed,,https://www.homilhodu.co.kr/product_cake.php,,,0,0,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)>,HTTP Error 406: Not Acceptable
BRD_20240478,화이트리에,brand,official_site,brand_text_and_menu_structure,https://www.whitelier.com/,strict_tls_success,200.0,https://www.whitelier.com/,화이트리에 공식 홈페이지 | 프리미엄 생식빵 브랜드,"자체적으로 블렌딩한 밀가루와 발효 버터로 완성한 프리미엄 생식빵 브랜드, 화이트리에 공식 홈페이지 입니다.",846,0,,,
BRD_20240478,화이트리에,menu,official_site,brand_text_and_menu_structure,https://www.whitelier.com/about,strict_tls_success,200.0,https://www.whitelier.com/about,화이트리에 공식 홈페이지 웹사이트,생식빵 전문 브랜드 화이트리에입니다.,18,0,,,
